query,answer,rec_api,rank,original_rank
Sorting int array in descending order,['java.util.Collections.reverseOrder'],"['java.util.Collections.reverseOrder', 'java.util.Collections.sort', 'java.util.Comparator.thenComparing', 'java.util.Arrays.sort', 'java.util.Collections.reverse', 'java.lang.String.compareTo', 'java.util.Arrays.binarySearch', 'java.lang.Integer.valueOf', 'java.util.Comparator.reversed', 'java.util.Date.compareTo']",1,1
How to get the name of a class without the package,['java.lang.Class.getSimpleName'],"['java.lang.Class.forName', 'java.lang.Package.getName', 'java.lang.Class.getDeclaredField', 'java.lang.Class.getDeclaredMethods', 'java.lang.StackTraceElement.getClassName', 'java.lang.Class.getField', 'java.lang.Class.getDeclaredFields', 'java.lang.Class.isInstance', 'java.io.File.getName', 'java.lang.reflect.Field.getType']",-1,5
How to initialize all the elements of an array to any specific value in java,['java.util.Arrays.fill'],"['java.util.Arrays.fill', 'java.util.Collection.toArray', 'java.util.Arrays.deepToString', 'java.lang.System.arraycopy', 'java.util.Vector.add', 'java.util.ArrayList.remove', 'java.util.Collections.sort', 'java.util.ArrayList.get', 'java.util.Arrays.binarySearch', 'java.util.Arrays.asList']",1,1
Create intermediate folders if one doesn't exist,"['java.io.File.mkdir', 'java.io.File.mkdirs']","['java.io.File.createNewFile', 'java.nio.file.Files.createFile', 'java.nio.file.Files.createDirectories', 'java.io.File.listFiles', 'java.nio.file.Files.createTempDirectory', 'java.io.File.mkdirs', 'java.nio.file.Files.notExists', 'java.io.File.exists', 'java.io.File.getCanonicalPath', 'java.nio.file.Files.copy']",6,6
Take a char input from the Scanner,['java.util.Scanner.next'],"['java.util.Scanner.next', 'java.lang.String.charAt', 'java.util.Scanner.nextInt', 'java.lang.Integer.parseInt', 'java.util.Scanner.nextLine', 'java.io.BufferedReader.read', 'java.util.Scanner.nextLong', 'java.lang.String.toCharArray', 'java.util.StringTokenizer.nextToken', 'java.util.Scanner.findInLine']",1,1
how to find before and after sub-string in a string,['java.lang.String.split'],"['java.lang.String.indexOf', 'java.lang.String.contains', 'java.lang.String.split', 'java.util.regex.Matcher.end', 'java.util.Arrays.toString', 'java.lang.String.substring', 'java.lang.String.toCharArray', 'java.util.regex.Matcher.find', 'java.util.Arrays.asList', 'java.lang.String.charAt']",3,2
Check if class exists in Java classpath without running its static initializer,['java.lang.Class.forName'],"['java.lang.Class.forName', 'java.nio.file.Files.notExists', 'java.lang.Class.getMethod', 'java.io.File.exists', 'java.lang.Class.getDeclaredMethods', 'java.lang.Class.isInstance', 'java.lang.ClassLoader.findLoadedClass', 'java.io.File.listFiles', 'java.nio.file.Files.exists', 'java.lang.ClassLoader.getSystemClassLoader']",1,1
Java Round up Any Number,['java.lang.Math.ceil'],"['java.math.BigDecimal.divide', 'java.lang.Math.round', 'java.lang.Math.ceil', 'java.lang.Math.floor', 'java.math.BigDecimal.setScale', 'java.text.DecimalFormat.format', 'java.lang.Math.log10', 'java.text.DecimalFormat.setRoundingMode', 'java.lang.Math.log', 'java.lang.Math.pow']",3,2
How do you kill a thread in Java,"['java.lang.Thread.interrupt', 'java.lang.Thread.stop']","['java.lang.Thread.interrupt', 'java.lang.Thread.stop', 'java.lang.Thread.resume', 'java.lang.Thread.suspend', 'java.lang.Process.destroy', 'java.lang.Thread.join', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.util.concurrent.ThreadPoolExecutor.shutdownNow', 'java.lang.Thread.isInterrupted', 'java.lang.Object.wait']",1,8
How to split a string in Java,['java.lang.String.split'],"['java.lang.String.split', 'java.lang.String.toCharArray', 'java.lang.Integer.toString', 'java.lang.String.contains', 'java.util.regex.Pattern.split', 'java.lang.String.replaceAll', 'java.lang.String.trim', 'java.lang.String.matches', 'java.util.regex.Pattern.quote', 'java.util.Arrays.deepToString']",1,4
How to clean up threadlocals,['java.lang.ThreadLocal.remove'],"['java.lang.ThreadLocal.remove', 'java.lang.Runtime.addShutdownHook', 'java.lang.Thread.stop', 'java.lang.Thread.currentThread', 'java.sql.Connection.rollback', 'java.sql.Connection.commit', 'java.sql.Connection.setAutoCommit', 'java.util.Locale.getDefault', 'java.lang.Class.forName', 'java.lang.ThreadLocal.get']",1,1
Creating a draw rectangle (filled with black color) function in Java for a grid,['java.awt.Graphics.fillRect'],"['java.awt.Graphics.getClipBounds', 'java.awt.Graphics.drawPolygon', 'java.awt.Graphics.drawLine', 'javax.swing.JComponent.repaint', 'java.awt.geom.Path2D.transform', 'java.awt.geom.Area.subtract', 'java.awt.Graphics2D.fill', 'java.awt.Graphics2D.draw', 'java.awt.geom.AffineTransform.createTransformedShape', 'javax.swing.JComponent.paintComponent']",-1,6
Java - Splitting String based on multiple delimiters,['java.lang.String.split'],"['java.lang.String.split', 'java.util.Arrays.asList', 'java.lang.System.lineSeparator', 'java.lang.String.toCharArray', 'java.util.regex.Pattern.quote', 'java.lang.String.replaceAll', 'java.util.Arrays.toString', 'java.lang.Integer.parseInt', 'java.net.URLDecoder.decode', 'java.util.regex.Pattern.split']",1,1
Ways to iterate over a List in java,"['java.util.List.iterator', 'java.util.List.listIterator']","['java.util.List.listIterator', 'java.util.Collection.iterator', 'java.util.Iterator.remove', 'java.util.List.get', 'java.util.Map.entrySet', 'java.util.HashMap.values', 'java.util.Map.Entry.getValue', 'java.util.Collections.reverse', 'java.util.ArrayList.set', 'java.io.File.list']",1,1
"How can one Java thread check the state of another one, e.g. whether the other one is blocked",['java.lang.Thread.getState'],"['java.lang.Thread.getState', 'java.lang.Thread.interrupt', 'java.lang.Thread.isInterrupted', 'java.lang.Thread.interrupted', 'java.util.concurrent.locks.Lock.tryLock', 'java.lang.Object.wait', 'java.lang.Thread.join', 'java.util.concurrent.ExecutorService.invokeAny', 'java.lang.Thread.stop', 'javax.swing.SwingUtilities.invokeLater']",1,5
Alternative to successive String.replace,"['java.lang.StringBuilder.replace', 'java.lang.String.replace', 'java.lang.String.regionMatches']","['java.lang.String.replaceFirst', 'java.lang.StringBuilder.toString', 'java.lang.String.replace', 'java.lang.Integer.parseInt', 'java.lang.String.indexOf', 'java.lang.String.replaceAll', 'java.util.regex.Matcher.replaceAll', 'java.lang.String.format', 'java.lang.String.split', 'java.lang.String.valueOf']",3,1
Handling passwords used for auth in source code,"['javax.swing.JPasswordField.getPassword', 'javax.swing.JPasswordField.getText']","['java.net.Authenticator.requestPasswordAuthentication', 'org.ietf.jgss.GSSContext.requestCredDeleg', 'javax.crypto.Mac.getInstance', 'javax.naming.ldap.LdapContext.reconnect', 'java.net.Authenticator.setDefault', 'java.io.File.toURL', 'javax.swing.JPasswordField.getPassword', 'java.lang.String.getBytes', 'javax.security.auth.Subject.doAs', 'java.net.URL.openConnection']",7,7
How to capture System.exit event,['java.lang.Runtime.addShutdownHook'],"['java.lang.Process.exitValue', 'java.lang.System.exit', 'java.lang.Runtime.exit', 'javax.swing.JFrame.setDefaultCloseOperation', 'java.lang.Process.waitFor', 'java.awt.event.MouseEvent.getClickCount', 'java.lang.Runtime.addShutdownHook', 'java.lang.Thread.join', 'java.lang.Runtime.exec', 'java.nio.file.WatchKey.reset']",7,5
How do I know if I'm on the event dispatch thread,"['java.lang.Runnable.run', 'javax.swing.SwingWorker.doInBackground', 'javax.swing.SwingUtilities.invokeLater']","['java.awt.EventQueue.invokeLater', 'javax.swing.SwingUtilities.isEventDispatchThread', 'java.awt.EventQueue.dispatchEvent', 'javax.swing.SwingUtilities.invokeAndWait', 'java.awt.Component.repaint', 'javax.swing.SwingUtilities.invokeLater', 'java.awt.EventQueue.postEvent', 'java.awt.EventQueue.createSecondaryLoop', 'java.lang.Thread.join', 'java.lang.Thread.interrupt']",6,3
Splitting a string using Regex in Java,['java.lang.String.split'],"['java.lang.String.split', 'java.util.regex.Matcher.quoteReplacement', 'java.lang.String.substring', 'java.lang.String.format', 'java.lang.String.replaceAll', 'java.util.regex.Pattern.quote', 'java.util.regex.Pattern.split', 'java.lang.String.matches', 'java.util.regex.Pattern.compile', 'java.util.regex.Matcher.group']",1,3
Quickly square a double,['java.lang.Math.pow'],"['java.lang.Math.cbrt', 'java.lang.Math.pow', 'java.math.BigDecimal.valueOf', 'java.util.Scanner.nextDouble', 'java.lang.Math.round', 'java.lang.Number.doubleValue', 'java.lang.Math.abs', 'java.awt.geom.Area.contains', 'java.lang.Double.valueOf', 'java.lang.Integer.parseInt']",2,1
Java: How can I access a class's field by a name stored in a variable,"['java.lang.reflect.AccessibleObject.setAccessible', 'java.lang.Class.getField', 'java.lang.Class.getDeclaredField', 'java.lang.reflect.Field.set']","['java.lang.Class.getDeclaredField', 'java.lang.Class.forName', 'java.lang.Thread.sleep', 'java.lang.reflect.Modifier.isPublic', 'java.awt.Component.setName', 'java.lang.Object.equals', 'null', 'java.util.List.toArray', 'java.lang.Thread.getStackTrace', 'java.lang.System.arraycopy']",1,2
How to find time taken to run java program,['java.lang.System.nanoTime'],"['java.lang.System.0oTime', 'java.lang.System.currentTimeMillis', 'java.lang.Runtime.addShutdownHook', 'java.lang.System.exit', 'java.lang.ClassLoader.getSystemClassLoader', 'java.lang.Runtime.exec', 'java.util.concurrent.ScheduledExecutorService.scheduleAtFixedRate', 'java.lang.Process.waitFor', 'java.lang.Process.destroy', 'java.lang.Thread.sleep']",-1,8
Close one JFrame without closing another,['javax.swing.JFrame.setDefaultCloseOperation'],"['javax.swing.SwingUtilities.invokeLater', 'javax.swing.JFrame.setDefaultCloseOperation', 'java.awt.event.WindowListener.windowClosed', 'javax.swing.JDialog.setDefaultCloseOperation', 'java.awt.Window.dispose', 'java.awt.event.WindowListener.windowClosing', 'java.lang.System.exit', 'java.lang.Runtime.addShutdownHook', 'java.awt.Window.getWindows', 'javax.swing.JDesktopPane.removeAll']",2,1
How to add elements of a Java8 stream into an existing List,"['java.util.List.addAll', 'java.util.stream.Collectors.toCollection', 'java.util.ArrayList.addAll', 'java.util.stream.Collector.supplier']","['java.util.stream.Stream.of', 'java.util.stream.Stream.toArray', 'java.util.stream.Collectors.toMap', 'java.util.stream.Collectors.toList', 'java.util.stream.IntStream.filter', 'java.util.stream.Stream.forEachOrdered', 'java.util.Arrays.asList', 'java.util.stream.Stream.generate', 'java.util.stream.IntStream.findFirst', 'java.util.ArrayList.get']",-1,9
Java how to instantiate a class from string,"['java.lang.reflect.Constructor.newInstance', 'java.lang.Class.forName']","['java.lang.Class.getConstructors', 'java.lang.Class.getConstructor', 'java.lang.Class.newInstance', 'java.lang.Class.forName', 'java.lang.Double.parseDouble', 'java.lang.String.substring', 'java.lang.String.charAt', 'java.util.Locale.getISOLanguages', 'java.lang.String.split', 'java.lang.Class.getDeclaredConstructor']",4,1
"Java, how to change current database to another",['java.sql.Connection.setCatalog'],"['java.sql.DriverManager.getConnection', 'java.time.LocalDateTime.now', 'java.awt.Component.setCursor', 'java.sql.Statement.executeBatch', 'java.time.ZonedDateTime.now', 'java.sql.Connection.isValid', 'java.lang.System.getProperties', 'java.sql.Connection.setCatalog', 'java.time.Instant.now', 'java.util.Calendar.getInstance']",8,3
How to Execute Windows Commands Using Java - Change Network Settings,['java.lang.Runtime.exec'],"['java.lang.Runtime.exec', 'java.lang.System.setProperty', 'java.lang.ProcessBuilder.directory', 'java.lang.System.getProperties', 'javax.swing.JOptionPane.showInputDialog', 'javax.swing.JFrame.setIconImage', 'java.lang.Process.waitFor', 'java.lang.System.getProperty', 'java.lang.Runtime.getRuntime', 'java.lang.Process.getErrorStream']",1,1
How do you crash a JVM,['java.lang.System.exit'],"['java.lang.Thread.stop', 'java.lang.Runtime.addShutdownHook', 'java.lang.System.exit', 'java.lang.Process.destroy', 'java.lang.Runtime.exit', 'java.lang.System.getProperties', 'java.lang.Thread.join', 'java.lang.Thread.interrupt', 'java.lang.management.ManagementFactory.getRuntimeMXBean', 'java.lang.System.gc']",3,3
Getting A File's Mime Type In Java,['java.nio.file.Files.probeContentType'],"['java.nio.file.Files.probeContentType', 'java.io.File.list', 'java.util.zip.ZipFile.getInputStream', 'java.util.jar.JarFile.entries', 'java.lang.ClassLoader.getResource', 'java.nio.file.Files.getOwner', 'java.net.URLConnection.getFileNameMap', 'java.io.File.toURI', 'java.lang.Class.isInstance', 'java.util.zip.ZipInputStream.getNextEntry']",1,1
Combine collect of list with single value using streams,"['java.util.stream.Stream.of', 'java.util.stream.Stream.concat']","['java.util.stream.Stream.flatMap', 'java.util.stream.Stream.of', 'java.util.stream.Collector.of', 'java.util.stream.Collectors.groupingBy', 'java.util.Arrays.stream', 'java.util.stream.Stream.collect', 'java.util.stream.Stream.concat', 'java.util.stream.Collectors.toMap', 'java.util.stream.Collectors.mapping', 'java.util.stream.Collectors.toList']",2,2
"How to use comparison operators like >, =, < on BigDecimal",['java.math.BigDecimal.compareTo'],"['java.math.BigInteger.equals', 'java.util.Comparator.comparing', 'java.math.BigDecimal.valueOf', 'java.math.BigInteger.intValue', 'java.lang.Math.round', 'java.lang.Integer.parseInt', 'java.util.Arrays.equals', 'java.util.Collections.sort', 'java.lang.Integer.intValue', 'java.util.AbstractList.equals']",-1,10
Find the Biggest number in HashSet/HashMap java,"['java.util.HashMap.values', 'java.util.HashMap.keySet', 'java.util.Collections.max']","['java.util.Collections.max', 'java.util.Collections.frequency', 'java.util.HashMap.entrySet', 'java.util.Map.size', 'java.util.Collections.min', 'java.util.Map.values', 'java.util.List.size', 'java.util.Collections.binarySearch', 'java.util.Arrays.binarySearch', 'java.util.SortedMap.firstKey']",1,4
Sort ArrayList of custom Objects by property,"['java.util.Comparator.comparing', 'java.util.List.sort']","['java.util.Collections.reverseOrder', 'java.util.Collections.sort', 'java.util.Arrays.sort', 'java.util.List.sort', 'java.util.ArrayList.toArray', 'java.lang.Comparable.compareTo', 'java.util.Arrays.stream', 'java.lang.String.compareTo', 'java.lang.Long.compare', 'java.lang.System.0oTime']",4,5
Efficiently finding the intersection of a variable number of sets of strings,['java.util.Set.retainAll'],"['java.util.Set.retainAll', 'java.util.List.size', 'java.lang.Double.toString', 'java.util.Arrays.sort', 'java.util.Arrays.binarySearch', 'java.lang.Math.max', 'java.lang.Integer.valueOf', 'java.lang.Object.toString', 'java.lang.String.split', 'java.util.stream.DoubleStream.of']",1,1
How to stop a thread created by implementing runnable interface,"['java.lang.Thread.sleep', 'java.lang.Thread.interrupted']","['java.lang.Runnable.run', 'java.util.concurrent.ExecutorService.shutdownNow', 'java.util.concurrent.ThreadPoolExecutor.shutdownNow', 'java.util.concurrent.ScheduledThreadPoolExecutor.shutdownNow', 'java.lang.Thread.run', 'java.lang.Thread.join', 'java.lang.Thread.stop', 'java.lang.Thread.start', 'java.lang.Thread.interrupt', 'java.util.concurrent.Future.cancel']",-1,9
Making Thread sleep for random amount of MS,['java.lang.Thread.sleep'],"['java.lang.Thread.sleep', 'java.lang.Object.wait', 'java.util.concurrent.ThreadPoolExecutor.setMaximumPoolSize', 'java.util.concurrent.ThreadPoolExecutor.setCorePoolSize', 'java.lang.Thread.interrupt', 'java.util.Collections.shuffle', 'java.util.concurrent.TimeUnit.sleep', 'java.lang.Thread.join', 'java.util.concurrent.locks.LockSupport.park0os', 'java.lang.Thread.stop']",1,1
instantiate class from class object,"['java.lang.Class.getConstructors', 'java.lang.Class.getConstructor', 'java.lang.Class.newInstance']","['java.lang.reflect.Constructor.newInstance', 'java.lang.Class.forName', 'java.lang.Class.getConstructors', 'java.lang.Class.getConstructor', 'java.lang.Class.newInstance', 'java.lang.Class.getDeclaredConstructor', 'java.util.regex.Pattern.splitAsStream', 'java.lang.Enum.valueOf', 'java.util.ArrayList.toArray', 'java.lang.System.getProperty']",3,6
iterator for replacing list members in Java,"['java.util.List.listIterator', 'java.util.ListIterator.set']","['java.util.List.set', 'java.util.List.get', 'java.util.List.toArray', 'java.util.Iterator.remove', 'java.lang.Class.getDeclaredFields', 'java.util.Map.keySet', 'java.util.List.subList', 'java.lang.String.join', 'java.util.Arrays.asList', 'java.util.Map.values']",-1,10
Java reflection: get class of field,['java.lang.reflect.Field.getType'],"['java.lang.reflect.Field.getType', 'java.lang.Class.isAssignableFrom', 'java.lang.Class.getDeclaredFields', 'java.lang.reflect.Field.get', 'java.lang.reflect.Field.getModifiers', 'java.lang.Class.getDeclaredClasses', 'java.lang.Class.forName', 'java.lang.reflect.Field.set', 'java.lang.Class.toString', 'java.beans.Introspector.getBeanInfo']",1,2
How do I measure time elapsed in Java,"['java.lang.System.currentTimeMillis', 'java.lang.System.nanoTime']","['java.lang.System.currentTimeMillis', 'java.lang.System.0oTime', 'java.time.Instant.now', 'java.time.LocalDate.now', 'java.time.Duration.toMillis', 'java.time.Duration.toHours', 'java.time.Duration.to0os', 'java.util.Calendar.getTimeInMillis', 'javax.xml.datatype.DatatypeFactory.newDuration', 'java.lang.Thread.sleep']",1,2
Loading files with ClassLoader,"['java.lang.Class.getResource', 'java.lang.ClassLoader.getResource', 'java.lang.ClassLoader.getSystemClassLoader']","['java.lang.Class.getResource', 'java.lang.ClassLoader.getResource', 'java.lang.ClassLoader.getSystemClassLoader', 'java.net.URLClassLoader.newInstance', 'java.lang.Class.getResourceAsStream', 'java.lang.System.getProperties', 'java.lang.System.loadLibrary', 'java.lang.Class.forName', 'javax.sound.sampled.AudioSystem.getAudioInputStream', 'java.util.zip.ZipFile.getEntry']",1,4
How to generate random array of ints using Stream API Java 8,['java.util.Random.ints'],"['java.util.stream.Stream.of', 'java.util.Random.ints', 'java.util.Random.nextInt', 'java.util.stream.Stream.toArray', 'java.util.stream.Stream.iterate', 'java.util.Arrays.stream', 'java.util.stream.IntStream.iterate', 'java.util.Collections.shuffle', 'java.util.stream.IntStream.toArray', 'java.lang.Math.random']",2,2
How to reuse application of filter & map on a Stream,['java.util.stream.Stream.flatMap'],"['java.util.stream.Collectors.toMap', 'java.util.stream.Stream.collect', 'java.util.regex.Pattern.splitAsStream', 'java.util.stream.Stream.of', 'java.util.stream.Stream.filter', 'java.util.stream.Stream.reduce', 'java.util.Collections.singletonMap', 'java.util.stream.Collectors.groupingBy', 'java.util.stream.Stream.findAny', 'java.util.stream.Collectors.reducing']",-1,9
How to check if element exists using a lambda expression,['java.util.stream.Stream.anyMatch'],"['org.w3c.dom.Element.getElementsByTagName', 'java.util.regex.Pattern.compile', 'java.util.stream.Stream.of', 'org.w3c.dom.NodeList.getLength', 'java.util.stream.Stream.anyMatch', 'java.util.stream.Collectors.toMap', 'java.util.stream.IntStream.of', 'java.util.stream.Stream.filter', 'java.util.List.add', 'java.util.Arrays.binarySearch']",5,3
Stream from two dimensional array in java,"['java.util.Arrays.stream', 'java.util.stream.Stream.flatMapToInt']","['java.util.Arrays.stream', 'java.util.Arrays.equals', 'java.util.Arrays.deepToString', 'java.util.stream.Stream.of', 'java.util.stream.Stream.flatMap', 'java.util.regex.Pattern.splitAsStream', 'java.util.Arrays.fill', 'java.util.Arrays.deepEquals', 'java.lang.StringBuffer.append', 'java.lang.StringBuilder.append']",1,1
How to make a separated copy of an ArrayList,['java.util.ArrayList.clone'],"['java.lang.Object.clone', 'java.util.Arrays.toString', 'java.util.Collections.unmodifiableList', 'java.util.Collections.copy', 'java.util.Arrays.asList', 'java.util.Arrays.copyOf', 'java.lang.System.arraycopy', 'java.util.Collections.sort', 'java.util.Arrays.deepToString', 'java.util.Iterator.remove']",-1,5
How to subtract X day from a Date object  in Java,['java.util.Calendar.add'],"['java.util.Calendar.add', 'java.time.LocalDate.of', 'java.time.YearMonth.parse', 'java.util.GregorianCalendar.getWeekYear', 'java.util.Calendar.getTime', 'java.time.LocalDate.parse', 'java.time.YearMonth.lengthOfMonth', 'java.util.Calendar.set', 'java.util.Date.setDate', 'java.util.Date.getYear']",1,1
Instantiate a class object with constructor that accepts a string parameter,['java.lang.Class.newInstance'],"['java.lang.reflect.Constructor.newInstance', 'java.lang.Class.forName', 'java.lang.Class.getConstructors', 'java.lang.Class.getConstructor', 'java.lang.Class.newInstance', 'java.lang.String.substring', 'java.util.regex.Pattern.splitAsStream', 'java.lang.Class.isInstance', 'java.lang.String.intern', 'java.util.Arrays.copyOf']",5,4
How to make a symlink in Java when running in Linux,"['java.nio.file.Files.createSymbolicLink', 'java.lang.Runtime.exec']","['java.awt.Desktop.open', 'java.lang.Runtime.exec', 'java.nio.file.Files.createDirectory', 'java.lang.System.getProperties', 'java.nio.file.Files.createDirectories', 'java.lang.ProcessBuilder.directory', 'java.nio.file.spi.FileSystemProvider.createSymbolicLink', 'java.io.File.mkdir', 'java.io.File.getCanonicalPath', 'java.io.File.mkdirs']",2,3
How to round the double value to 2 decimal points,['java.lang.Math.round'],"['java.lang.Math.round', 'java.lang.Double.parseDouble', 'java.lang.Double.valueOf', 'java.math.BigDecimal.round', 'java.lang.Double.toString', 'java.math.BigDecimal.toPlainString', 'java.lang.Math.ceil', 'java.lang.Math.rint', 'java.text.DecimalFormat.format', 'java.lang.Math.floor']",1,1
Enums shared static look-up method,['java.lang.Class.getEnumConstants'],"['java.lang.Class.getEnumConstants', 'java.util.EnumSet.noneOf', 'java.lang.Class.getFields', 'java.lang.Thread.sleep', 'java.lang.Math.min', 'java.lang.reflect.Field.getType', 'java.lang.String.valueOf', 'java.lang.Boolean.valueOf', 'null', 'null']",1,1
JOptionPane to get password,['javax.swing.JOptionPane.showOptionDialog'],"['javax.swing.JOptionPane.showInputDialog', 'javax.swing.JOptionPane.showMessageDialog', 'javax.swing.JOptionPane.showConfirmDialog', 'javax.swing.JOptionPane.showOptionDialog', 'java.awt.Container.getFocusTraversalKeys', 'javax.swing.JOptionPane.setWantsInput', 'java.awt.Container.remove', 'java.lang.String.valueOf', 'java.awt.Container.add', 'javax.swing.SwingUtilities.invokeLater']",4,4
How to run linux commands in java code,['java.lang.Runtime.exec'],"['java.lang.Runtime.exec', 'java.awt.Desktop.open', 'java.lang.System.exit', 'java.lang.ProcessBuilder.directory', 'java.lang.Runtime.getRuntime', 'java.lang.ProcessBuilder.inheritIO', 'java.lang.ProcessBuilder.environment', 'java.nio.file.Files.createSymbolicLink', 'java.lang.Process.getInputStream', 'java.lang.Process.getOutputStream']",1,1
Compare two objects with a check for null,['java.util.Objects.equals'],"['java.util.Objects.equals', 'java.lang.String.equals', 'java.util.Arrays.deepEquals', 'java.lang.Integer.valueOf', 'java.util.Arrays.equals', 'java.lang.Object.equals', 'java.lang.Boolean.compare', 'java.util.Collections.sort', 'java.util.Map.containsKey', 'java.util.ArrayList.contains']",1,1
How to create a multipart zip file and read it back,['java.util.zip.ZipInputStream.getNextEntry'],"['java.util.zip.ZipFile.getInputStream', 'java.nio.file.Files.newBufferedWriter', 'java.nio.file.Files.write', 'java.net.URLConnection.getInputStream', 'java.nio.file.Files.walkFileTree', 'java.net.URL.toString', 'java.nio.file.Files.walk', 'java.nio.file.Path.resolve', 'java.lang.Class.getResourceAsStream', 'java.lang.System.getProperty']",-1,9
print array in the log cat android,"['java.util.Arrays.deepToString', 'java.util.Arrays.toString']","['java.util.Arrays.toString', 'java.io.PrintStream.println', 'java.io.PrintStream.print', 'java.lang.String.valueOf', 'java.lang.Thread.currentThread', 'java.lang.StringBuffer.toString', 'java.lang.Object.toString', 'java.util.Arrays.deepToString', 'java.util.List.toArray', 'java.lang.String.replace']",1,2
Implement binary search in objects,['java.util.Collections.binarySearch'],"['java.util.Collections.binarySearch', 'java.util.Arrays.binarySearch', 'java.util.Arrays.sort', 'java.util.Collections.sort', 'java.lang.Comparable.compareTo', 'java.lang.String.compareTo', 'java.util.Collection.toArray', 'java.util.Comparator.comparing', 'java.util.TreeMap.containsKey', 'java.util.TreeSet.contains']",1,1
Getting unix timestamp from Date(),['java.util.Date.getTime'],"['java.util.Date.getTime', 'java.time.LocalDate.now', 'java.util.Date.from', 'java.util.Calendar.getTime', 'java.util.Calendar.getInstance', 'java.time.Instant.ofEpochSecond', 'java.time.ZoneId.systemDefault', 'java.util.Calendar.getTimeInMillis', 'java.time.Instant.parse', 'java.sql.ResultSet.getTimestamp']",1,3
Java ArrayList - Check if list is empty,['java.util.List.isEmpty'],"['java.util.List.isEmpty', 'java.lang.Class.isArray', 'java.util.Optional.ofNullable', 'java.util.Collections.disjoint', 'java.util.Arrays.asList', 'java.util.Collections.emptyList', 'java.util.ListIterator.hasPrevious', 'java.util.ListIterator.previousIndex', 'java.lang.reflect.Array.getLength', 'java.lang.System.arraycopy']",1,1
Convert between LocalDate and sql.Date,"['java.sql.Date.toLocalDate', 'java.sql.Date.valueOf']","['java.sql.Date.toLocalDate', 'java.util.Date.toInstant', 'java.sql.Date.valueOf', 'java.sql.Timestamp.valueOf', 'java.util.Calendar.getTime', 'java.text.DateFormat.format', 'java.sql.ResultSet.getTimestamp', 'java.time.ZoneId.systemDefault', 'java.sql.ResultSet.getDate', 'java.time.LocalDate.parse']",1,2
Sleep function in android program,['java.lang.Thread.sleep'],"['java.lang.Thread.sleep', 'java.lang.Thread.interrupt', 'java.lang.Object.wait', 'java.lang.Thread.start', 'javax.swing.SwingUtilities.invokeLater', 'java.lang.Thread.interrupted', 'java.lang.Thread.stop', 'java.lang.Thread.currentThread', 'java.lang.Thread.run', 'null']",1,1
How to check that a string is parseable to a double,['java.lang.Double.valueOf'],"['java.lang.Double.parseDouble', 'java.math.BigDecimal.valueOf', 'java.lang.Double.toString', 'java.lang.Double.valueOf', 'java.lang.Long.valueOf', 'java.lang.Integer.parseInt', 'java.lang.Float.toString', 'java.lang.String.valueOf', 'java.text.NumberFormat.parse', 'java.text.DecimalFormat.setParseBigDecimal']",4,6
How can I pad a String in Java,['java.lang.String.format'],"['java.lang.String.split', 'java.lang.String.toCharArray', 'java.lang.Long.parseLong', 'java.lang.Short.parseShort', 'java.lang.Integer.parseInt', 'java.lang.Byte.parseByte', 'javax.xml.bind.DatatypeConverter.printHexBinary', 'java.lang.String.format', 'java.lang.StringBuilder.append', 'java.util.Arrays.toString']",8,8
How to round a number to n decimal places in Java,"['java.text.DecimalFormat.setRoundingMode', 'java.math.BigDecimal.setScale', 'java.lang.Math.round']","['java.lang.Math.round', 'java.math.BigDecimal.divide', 'java.math.BigDecimal.round', 'java.math.BigDecimal.doubleValue', 'java.lang.Double.toString', 'java.lang.Float.toString', 'java.text.DecimalFormat.format', 'java.lang.Integer.parseInt', 'java.lang.Double.valueOf', 'java.lang.Math.floor']",1,1
Tokenizing a String but ignoring delimiters within quotes,['java.lang.String.split'],"['java.util.regex.Pattern.quote', 'java.lang.String.split', 'java.lang.String.format', 'java.lang.String.replaceAll', 'java.lang.String.substring', 'java.util.Arrays.toString', 'java.lang.String.contains', 'java.lang.StringBuilder.deleteCharAt', 'java.lang.String.equals', 'java.util.regex.Matcher.find']",2,2
how do I set the default locale for my JVM,"['java.util.Locale.setDefault', 'java.util.Locale.getDefault']","['java.util.Locale.setDefault', 'java.text.NumberFormat.getCurrencyInstance', 'java.time.ZoneId.systemDefault', 'java.lang.System.getenv', 'java.util.TimeZone.setDefault', 'java.awt.Toolkit.getDefaultToolkit', 'java.util.ResourceBundle.getBundle', 'java.lang.System.getProperty', 'java.lang.System.getProperties', 'java.lang.management.ManagementFactory.getMemoryPoolMXBeans']",1,1
Check if a class is subclass of another class in Java,['java.lang.Class.isAssignableFrom'],"['java.lang.Class.isAssignableFrom', 'java.lang.Class.isEnum', 'java.lang.Class.forName', 'java.lang.Class.getSuperclass', 'java.lang.Class.newInstance', 'java.lang.Class.isInterface', 'java.lang.Class.getConstructor', 'java.lang.Class.getMethod', 'java.lang.Object.hashCode', 'java.lang.Class.getInterfaces']",1,2
